,age,workclass,fnlwgt,education,educationN,maritalStatus,occupation,relationship,race,sex,country,timeWork,weight_change,social_status
5709,37,Federal-gov,129.573,Doctorate,16,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,too much,0.0,Rich
5711,43,Private,195.258,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,0.0,Rich
5712,47,State-gov,55.272,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
5713,38,Self-emp-not-inc,164.526,Prof-school,15,Never-married,Prof-specialty,Single,White,Male,USA,over time,-2.824,Rich
5715,19,State-gov,165.289,Some-college,10,Never-married,Other-service,Single,White,Female,USA,full time,0.0,Poor
5716,19,Private,274.657,5th-6th,3,Never-married,Other-service,Single,White,Male,GT,over time,0.0,Poor
5717,24,Private,317.175,Bachelors,13,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Rich
5718,39,Self-emp-inc,163.237,Some-college,10,Married-civ-spouse,Farming-fishing,Taken,White,Male,USA,too much,0.0,Poor
5719,37,Private,170.408,Assoc-voc,11,Divorced,Machine-op-inspct,Single,White,Female,USA,full time,0.0,Poor
5721,40,Private,76.625,HS-grad,9,Divorced,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
5723,22,Private,349.368,HS-grad,9,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
5724,21,Private,286.824,Some-college,10,Never-married,Handlers-cleaners,Single,White,Male,USA,part time,0.0,Poor
5726,20,Private,161.978,HS-grad,9,Separated,Machine-op-inspct,Single,White,Male,USA,full time,0.0,Poor
5728,46,Local-gov,109.089,Prof-school,15,Married-civ-spouse,Protective-serv,Taken,White,Male,USA,full time,0.0,Rich
5729,46,Private,110.151,Assoc-voc,11,Divorced,Exec-managerial,Single,White,Female,USA,over time,0.0,Poor
5731,47,Self-emp-not-inc,118.506,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Poor
5732,22,Private,117.789,Some-college,10,Never-married,Prof-specialty,Single,White,Female,USA,part time,0.0,Poor
5734,49,Private,200.471,1st-4th,2,Married-civ-spouse,Craft-repair,Taken,White,Male,PT,full time,0.0,Poor
5735,20,Private,258.517,Some-college,10,Never-married,Handlers-cleaners,Single,White,Male,USA,part time,0.0,Poor
5736,28,Private,190.367,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,over time,0.0,Poor
5737,30,Private,174.704,11th,7,Married-civ-spouse,Machine-op-inspct,Taken,Black,Male,USA,full time,0.0,Poor
5738,23,Private,179.413,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
5739,20,Private,329.53,9th,5,Never-married,Priv-house-serv,Single,White,Male,MX,full time,0.0,Poor
5740,31,Private,273.818,Some-college,10,Married-civ-spouse,Other-service,Taken,White,Male,MX,over time,0.0,Poor
5741,46,Private,256.522,1st-4th,2,Never-married,Machine-op-inspct,Single,White,Male,PR,full time,0.0,Poor
5742,42,Private,196.001,HS-grad,9,Separated,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
5743,60,Self-emp-not-inc,282.66,7th-8th,4,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
5744,30,Private,72.63,Bachelors,13,Never-married,Prof-specialty,Single,White,Male,USA,over time,0.0,Poor
5745,27,Private,50.295,Some-college,10,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
5746,20,Private,203.24,9th,5,Never-married,Sales,Single,White,Female,USA,full time,0.0,Poor
5747,56,Self-emp-not-inc,172.618,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,7.688,Rich
5748,41,Private,202.168,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Rich
5749,61,Private,176.839,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Poor
5750,47,Private,176.14,HS-grad,9,Divorced,Exec-managerial,Single,Black,Female,USA,full time,0.0,Rich
5752,33,Private,292.465,9th,5,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,over time,0.0,Poor
5755,56,Private,182.46,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,full time,0.0,Rich
5756,50,Private,69.345,Assoc-voc,11,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,3.103,Rich
5757,57,Self-emp-not-inc,102.058,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
5758,20,Private,165.804,Some-college,10,Never-married,Adm-clerical,Single,Other,Female,USA,full time,0.0,Poor
5759,46,Private,318.259,Assoc-voc,11,Divorced,Tech-support,Single,White,Female,USA,full time,0.0,Poor
5760,21,Private,117.606,Some-college,10,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
5761,37,Private,170.718,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Poor
5763,20,Private,190.457,HS-grad,9,Never-married,Other-service,Single,White,Female,USA,full time,0.0,Poor
5764,54,Private,88.278,Doctorate,16,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,-1.977,Rich
5765,32,Local-gov,217.296,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Female,USA,part time,4.064,Poor
5767,50,Private,123.429,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
5770,24,Private,248.533,Some-college,10,Never-married,Sales,Single,Black,Female,USA,full time,0.0,Poor
5771,46,Private,137.354,Masters,14,Married-civ-spouse,Tech-support,Taken,Asian-Pac-Islander,Male,PH,full time,0.0,Rich
5772,42,Private,272.91,HS-grad,9,Divorced,Other-service,Single,White,Female,USA,full time,0.0,Poor
5773,52,Self-emp-inc,206.054,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
5774,58,Local-gov,92.141,Assoc-acdm,12,Widowed,Adm-clerical,Single,Black,Female,USA,full time,0.0,Poor
5775,37,Private,163.199,Some-college,10,Divorced,Tech-support,Single,Amer-Indian-Eskimo,Female,USA,full time,0.0,Poor
5776,34,Private,195.86,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
5777,26,Private,115.717,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,-2.051,Poor
5778,18,Private,120.029,Some-college,10,Never-married,Adm-clerical,Single,White,Female,USA,part time,0.0,Poor
5779,33,Private,221.762,Some-college,10,Never-married,Prof-specialty,Single,Black,Male,USA,full time,0.0,Poor
5780,41,Private,342.164,Some-college,10,Divorced,Sales,Single,White,Female,USA,part time,0.0,Poor
5781,21,Private,176.356,Assoc-acdm,12,Never-married,Adm-clerical,Single,White,Female,USA,part time,0.0,Poor
5782,23,Private,133.239,Assoc-voc,11,Never-married,Tech-support,Single,White,Female,USA,full time,0.0,Poor
5783,26,Federal-gov,169.101,Some-college,10,Never-married,Tech-support,Single,White,Female,USA,full time,0.0,Poor
5784,33,Private,159.442,Bachelors,13,Married-civ-spouse,Other-service,Taken,White,Female,USA,full time,0.0,Poor
5785,24,Private,174.461,Some-college,10,Never-married,Exec-managerial,Single,White,Female,USA,over time,0.0,Poor
5789,61,Private,248.448,7th-8th,4,Divorced,Other-service,Single,White,Female,USA,full time,0.0,Poor
5790,35,Private,161.141,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Poor
5791,35,Private,212.465,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
5792,45,Self-emp-inc,170.871,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,15.024,Rich
5793,43,Local-gov,233.865,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Rich
5794,51,Private,163.052,HS-grad,9,Married-civ-spouse,Protective-serv,Taken,White,Male,USA,full time,0.0,Rich
5795,35,Private,348.69,Bachelors,13,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
5797,22,Private,206.861,Some-college,10,Never-married,Adm-clerical,Single,White,Male,USA,full time,0.0,Poor
5798,49,Self-emp-inc,349.23,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Rich
5799,20,Private,130.84,HS-grad,9,Never-married,Craft-repair,Single,White,Male,USA,part time,0.0,Poor
5801,27,Private,132.191,HS-grad,9,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
5802,42,Private,202.466,Assoc-acdm,12,Divorced,Prof-specialty,Single,White,Female,USA,over time,0.0,Poor
5804,23,Self-emp-not-inc,236.804,Some-college,10,Never-married,Farming-fishing,Single,White,Male,USA,full time,0.0,Poor
5805,20,Private,107.658,Some-college,10,Never-married,Tech-support,Single,White,Female,USA,part time,0.0,Poor
5806,47,Private,102.771,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
5807,17,Private,221.403,12th,8,Never-married,Other-service,Single,Black,Male,USA,part time,0.0,Poor
5809,39,Private,52.645,Some-college,10,Divorced,Sales,Single,White,Female,USA,full time,0.0,Poor
5810,25,Private,276.31,9th,5,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,MX,full time,0.0,Poor
5811,31,Private,134.613,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Taken,Black,Female,USA,over time,0.0,Poor
5812,44,Private,215.479,HS-grad,9,Divorced,Transport-moving,Single,Black,Male,HT,part time,0.0,Poor
5813,53,Private,266.529,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Rich
5814,34,Private,265.807,Some-college,10,Separated,Craft-repair,Single,White,Male,USA,over time,0.0,Poor
5815,45,Self-emp-not-inc,67.716,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Poor
5816,34,Private,178.951,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Poor
5817,35,Private,241.126,Masters,14,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Rich
5818,36,Private,176.544,Some-college,10,Never-married,Other-service,Single,White,Male,USA,over time,0.0,Poor
5819,45,Private,169.18,Some-college,10,Widowed,Other-service,Single,White,Female,USA,over time,0.0,Poor
5820,37,Self-emp-not-inc,282.461,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Poor
5821,53,Private,157.069,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Rich
5822,35,Private,99.357,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Female,USA,over time,15.024,Rich
5824,65,Self-emp-inc,338.316,Some-college,10,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Poor
5825,49,Self-emp-not-inc,59.612,10th,6,Divorced,Farming-fishing,Single,White,Male,USA,too much,0.0,Poor
5826,24,Private,220.426,HS-grad,9,Never-married,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
5827,54,Private,115.912,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
5829,19,Private,170.72,12th,8,Never-married,Other-service,Single,White,Male,USA,part time,0.0,Poor
5830,60,Private,183.162,HS-grad,9,Widowed,Machine-op-inspct,Single,White,Female,USA,full time,0.0,Poor
5831,46,Private,192.36,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Rich
5833,26,Private,128.553,Some-college,10,Never-married,Exec-managerial,Single,Black,Female,USA,full time,0.0,Poor
5834,58,Private,209.423,1st-4th,2,Married-civ-spouse,Other-service,Taken,White,Male,CU,full time,0.0,Poor
5835,37,Self-emp-not-inc,121.51,HS-grad,9,Divorced,Exec-managerial,Single,White,Male,USA,over time,0.0,Poor
5836,41,Private,93.793,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
5837,30,Private,133.602,Bachelors,13,Divorced,Exec-managerial,Single,White,Male,USA,full time,0.0,Poor
5839,48,Private,96.359,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,GR,over time,0.0,Rich
5840,22,Private,203.894,Some-college,10,Never-married,Transport-moving,Single,White,Female,USA,part time,0.0,Poor
5841,50,Private,196.193,Masters,14,Married-spouse-absent,Prof-specialty,Taken,White,Male,USA,over time,0.0,Poor
5842,25,Private,195.994,1st-4th,2,Never-married,Priv-house-serv,Single,White,Female,GT,full time,0.0,Poor
5843,18,Private,50.879,10th,6,Never-married,Other-service,Single,White,Male,USA,part time,0.0,Poor
5844,21,Private,186.849,HS-grad,9,Never-married,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
5845,47,Private,201.127,Some-college,10,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
5846,33,Private,110.998,HS-grad,9,Never-married,Other-service,Single,Amer-Indian-Eskimo,Female,USA,full time,0.0,Poor
5847,39,Private,190.466,HS-grad,9,Divorced,Craft-repair,Single,White,Male,USA,full time,2.174,Poor
5848,67,Self-emp-not-inc,173.935,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,part time,0.0,Rich
5849,19,Private,167.14,Some-college,10,Never-married,Other-service,Single,White,Male,USA,part time,-1.602,Poor
5850,18,Private,110.23,10th,6,Never-married,Other-service,Single,White,Male,USA,part time,0.0,Poor
5851,36,Private,287.658,HS-grad,9,Never-married,Adm-clerical,Single,Black,Male,USA,full time,0.0,Poor
5852,23,Private,224.954,Some-college,10,Never-married,Machine-op-inspct,Single,White,Male,USA,part time,0.0,Poor
5859,20,Private,206.215,HS-grad,9,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
5860,27,Private,101.364,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,MX,full time,0.0,Poor
5861,66,Self-emp-inc,185.369,10th,6,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Poor
5862,66,Private,216.856,Masters,14,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Poor
5863,64,Private,256.019,Masters,14,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
5864,48,Private,348.144,Some-college,10,Divorced,Transport-moving,Single,White,Male,USA,over time,3.325,Poor
5865,24,Private,190.293,Bachelors,13,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
5867,25,Private,176.729,Bachelors,13,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Rich
5868,33,Private,166.961,11th,7,Separated,Sales,Single,White,Female,USA,part time,0.0,Poor
5869,50,Private,86.373,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,over time,0.0,Poor
5870,51,Private,320.513,7th-8th,4,Married-spouse-absent,Craft-repair,Taken,Black,Male,DO,over time,0.0,Poor
5871,34,State-gov,190.29,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
5872,41,Local-gov,111.891,7th-8th,4,Never-married,Other-service,Single,Black,Female,USA,full time,0.0,Poor
5873,30,Self-emp-not-inc,45.796,Some-college,10,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Poor
5874,59,Private,108.496,Some-college,10,Divorced,Craft-repair,Single,White,Male,USA,full time,2.907,Poor
5875,41,Self-emp-not-inc,120.539,Some-college,10,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,3.103,Rich
5876,36,Self-emp-not-inc,164.526,Masters,14,Never-married,Sales,Single,White,Male,USA,over time,10.52,Rich
5877,37,Private,323.155,1st-4th,2,Married-civ-spouse,Farming-fishing,Taken,White,Male,MX,too much,0.0,Poor
5878,28,Private,65.389,HS-grad,9,Never-married,Other-service,Single,Amer-Indian-Eskimo,Male,USA,full time,0.0,Poor
5880,28,Private,161.607,Some-college,10,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
5881,62,Private,224.953,10th,6,Married-civ-spouse,Machine-op-inspct,Taken,Black,Male,USA,full time,0.0,Poor
5882,36,Private,261.382,Masters,14,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,15.024,Rich
5883,58,Self-emp-not-inc,231.818,10th,6,Never-married,Craft-repair,Single,White,Male,GR,full time,0.0,Poor
5884,42,Self-emp-inc,184.018,HS-grad,9,Divorced,Sales,Single,White,Male,USA,over time,1.151,Poor
5885,43,Self-emp-inc,133.06,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
5887,32,State-gov,304.212,HS-grad,9,Never-married,Exec-managerial,Single,White,Male,USA,over time,0.0,Poor
5888,64,Local-gov,50.442,9th,5,Never-married,Adm-clerical,Single,White,Male,USA,full time,0.0,Poor
5889,39,Private,146.091,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Female,USA,part time,0.0,Rich
5890,26,Private,267.431,Bachelors,13,Never-married,Sales,Single,Black,Female,USA,part time,0.0,Poor
5891,19,Private,121.24,HS-grad,9,Never-married,Other-service,Single,White,Male,USA,full time,0.0,Poor
5892,21,Private,192.572,HS-grad,9,Never-married,Adm-clerical,Single,White,Female,USA,over time,0.0,Poor
5893,32,Private,211.028,Some-college,10,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
5894,30,Local-gov,346.122,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Taken,White,Male,USA,over time,5.013,Poor
5895,26,Private,202.203,Bachelors,13,Never-married,Adm-clerical,Single,White,Female,USA,over time,0.0,Poor
5896,20,Private,159.297,Some-college,10,Never-married,Adm-clerical,Single,Asian-Pac-Islander,Female,USA,part time,0.0,Poor
5897,19,Private,310.158,Some-college,10,Never-married,Transport-moving,Single,White,Male,USA,full time,0.0,Poor
5898,33,Federal-gov,193.246,Bachelors,13,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,over time,0.0,Rich
5899,23,Private,200.089,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,SV,full time,0.0,Poor
5901,42,Private,76.28,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,White,Female,USA,full time,0.0,Poor
5902,30,Self-emp-not-inc,243.665,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Poor
5903,63,Private,68.872,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,Asian-Pac-Islander,Female,USA,part time,0.0,Poor
5904,34,Private,103.596,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,full time,0.0,Poor
5905,60,Self-emp-not-inc,88.055,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,part time,0.0,Poor
5906,48,Private,186.203,HS-grad,9,Married-civ-spouse,Other-service,Taken,White,Male,USA,over time,0.0,Poor
5907,25,Private,257.91,Bachelors,13,Never-married,Exec-managerial,Single,White,Male,USA,over time,0.0,Poor
5908,27,Private,200.227,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Taken,Black,Female,USA,full time,0.0,Poor
5909,55,Self-emp-not-inc,124.975,HS-grad,9,Divorced,Craft-repair,Single,White,Male,USA,over time,27.828,Rich
5910,32,Private,227.669,Some-college,10,Never-married,Machine-op-inspct,Single,Black,Female,USA,full time,0.0,Poor
5911,22,Private,117.21,Some-college,10,Never-married,Adm-clerical,Single,White,Male,GR,part time,0.0,Poor
5912,25,Private,76.144,HS-grad,9,Never-married,Exec-managerial,Single,White,Male,USA,over time,0.0,Poor
5913,18,Private,98.667,11th,7,Never-married,Other-service,Single,White,Female,USA,part time,0.0,Poor
5914,24,Local-gov,155.818,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,White,Female,USA,over time,0.0,Poor
5915,29,Private,283.76,Bachelors,13,Never-married,Exec-managerial,Single,White,Female,USA,full time,0.0,Poor
5917,39,Private,186.183,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
5918,33,Self-emp-inc,202.153,Masters,14,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
